bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
13.3,57.8,996.1,250.7,0.645929,2.32662,151.229,544.724,695.953,234.127,2024-02-07 23:59:55.632155,1707350395.632155
13.4,57.8,996.0,250.9,0.637624,2.31594,149.279,542.201,691.48,234.117,2024-02-07 23:59:24.004211,1707350364.004211
13.5,57.6,996.0,251.0,0.686746,2.32458,160.497,543.268,703.765,233.706,2024-02-07 23:58:52.299299,1707350332.299299
13.5,57.8,996.0,251.2,0.636024,2.29596,148.65,536.607,685.257,233.718,2024-02-07 23:58:20.698825,1707350300.698825
13.4,58.1,996.0,250.9,0.635874,2.30248,148.563,537.942,686.505,233.636,2024-02-07 23:57:48.922599,1707350268.922599
13.4,58.3,996.0,251.5,0.656909,2.3318,153.218,543.87,697.088,233.24,2024-02-07 23:57:17.180070,1707350237.18007
13.4,58.3,996.0,251.3,0.677727,2.3094,158.17,538.977,697.147,233.384,2024-02-07 23:56:45.638002,1707350205.638002
13.5,58.5,996.0,251.4,0.677409,2.29554,158.112,535.796,693.907,233.407,2024-02-07 23:56:13.949875,1707350173.949875
13.5,58.2,996.0,251.3,0.638513,2.31007,149.381,540.445,689.826,233.952,2024-02-07 23:55:42.214322,1707350142.214322
13.5,57.8,996.0,251.3,0.643649,2.30652,150.582,539.614,690.196,233.951,2024-02-07 23:55:10.533424,1707350110.533424
13.5,57.4,996.0,251.5,0.645904,2.29732,151.257,537.984,689.24,234.178,2024-02-07 23:54:38.951334,1707350078.951334
13.4,57.9,995.9,251.7,0.673688,2.29614,157.881,538.107,695.988,234.353,2024-02-07 23:54:07.355526,1707350047.355526
13.4,58.1,996.0,251.6,0.633778,2.28007,148.553,534.432,682.985,234.393,2024-02-07 23:53:35.634720,1707350015.63472
13.3,58.2,996.0,251.4,0.649247,2.30939,152.044,540.826,692.871,234.186,2024-02-07 23:53:03.914750,1707349983.91475
13.5,58.0,996.0,251.5,0.645033,2.29725,150.922,537.502,688.424,233.976,2024-02-07 23:52:32.214302,1707349952.214302
13.5,58.0,996.0,251.3,0.644743,2.27329,150.604,531.013,681.617,233.588,2024-02-07 23:52:00.644770,1707349920.64477
13.5,58.2,996.0,251.4,0.653252,2.28872,152.491,534.266,686.757,233.434,2024-02-07 23:51:28.848268,1707349888.848268
13.4,58.1,996.0,251.6,0.659001,2.33041,153.818,543.942,697.76,233.41,2024-02-07 23:50:57.067917,1707349857.067917
13.4,58.7,996.0,251.6,0.645665,2.29946,150.51,536.022,686.532,233.108,2024-02-07 23:50:25.417054,1707349825.417054
13.4,58.8,996.0,251.3,0.646874,2.25043,150.854,524.812,675.667,233.205,2024-02-07 23:49:53.726964,1707349793.726964
13.4,59.1,996.0,251.3,0.694202,2.28326,161.665,531.721,693.386,232.878,2024-02-07 23:49:22.198926,1707349762.198926
13.3,59.3,996.0,251.2,0.638108,2.31296,149.197,540.797,689.993,233.811,2024-02-07 23:48:50.601634,1707349730.601634
13.3,59.6,996.0,251.2,0.661758,2.30759,154.268,537.944,692.213,233.119,2024-02-07 23:48:19.029220,1707349699.02922
13.4,58.8,996.0,251.2,0.687504,2.30191,160.375,536.969,697.344,233.271,2024-02-07 23:47:47.465379,1707349667.465379
13.4,58.9,996.0,251.4,0.660483,2.32529,153.767,541.351,695.118,232.81,2024-02-07 23:47:15.839981,1707349635.839981
13.4,58.9,995.9,251.7,0.687185,2.32339,159.465,539.155,698.619,232.055,2024-02-07 23:46:44.120672,1707349604.120672
13.4,58.9,996.0,251.4,0.73606,2.30104,171.019,534.635,705.654,232.344,2024-02-07 23:46:12.408848,1707349572.408848
13.4,59.0,996.0,251.4,0.650574,2.30738,151.933,538.859,690.792,233.537,2024-02-07 23:45:40.749309,1707349540.749309
13.6,58.5,996.0,251.6,0.646229,2.32968,150.287,541.788,692.075,232.559,2024-02-07 23:45:09.155677,1707349509.155677
13.6,58.8,996.0,251.2,0.690155,2.31731,160.232,538.006,698.238,232.168,2024-02-07 23:44:37.520322,1707349477.520322
13.6,58.1,996.0,251.4,0.677053,2.32209,157.786,541.159,698.944,233.048,2024-02-07 23:44:05.856262,1707349445.856262
