bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
14.2,54.1,1032.0,-47.9,0.703358,2.49062,159.826,565.951,725.777,227.233,2023-12-15 23:59:53.877014,1702684793.877014
14.1,53.1,1032.0,-47.8,0.646622,2.47628,148.002,566.781,714.783,228.884,2023-12-15 23:59:22.280718,1702684762.280718
14.2,52.8,1032.0,-47.8,0.666352,2.45064,153.315,563.846,717.161,230.081,2023-12-15 23:58:50.501827,1702684730.501827
14.1,53.4,1032.0,-47.9,0.663917,2.44422,152.704,562.18,714.884,230.004,2023-12-15 23:58:18.879880,1702684698.87988
14.1,53.1,1032.1,-48.1,0.704193,2.4957,162.032,574.249,736.281,230.096,2023-12-15 23:57:47.246504,1702684667.246504
14.2,52.8,1032.1,-48.1,0.643004,2.47208,148.103,569.393,717.496,230.33,2023-12-15 23:57:15.582989,1702684635.582989
14.1,52.8,1032.0,-47.7,0.640756,2.47581,147.308,569.182,716.49,229.898,2023-12-15 23:56:43.970562,1702684603.970562
14.1,52.8,1032.1,-48.0,0.654764,2.434,150.792,560.549,711.342,230.3,2023-12-15 23:56:12.317424,1702684572.317424
14.1,53.0,1032.1,-48.3,0.669256,2.47961,154.168,571.193,725.361,230.357,2023-12-15 23:55:40.722402,1702684540.722402
14.1,53.3,1032.1,-48.7,0.650738,2.47218,149.548,568.137,717.685,229.812,2023-12-15 23:55:09.148427,1702684509.148427
14.1,53.2,1032.1,-48.6,0.669231,2.47578,153.856,569.181,723.037,229.9,2023-12-15 23:54:37.474094,1702684477.474094
14.1,53.2,1032.2,-48.8,0.65108,2.44926,149.753,563.348,713.101,230.007,2023-12-15 23:54:05.772930,1702684445.77293
14.2,53.3,1032.1,-48.3,0.689329,2.41774,158.633,556.387,715.02,230.127,2023-12-15 23:53:34.138069,1702684414.138069
14.1,53.2,1032.1,-48.7,0.647697,2.45932,148.975,565.66,714.635,230.007,2023-12-15 23:53:00.753150,1702684380.75315
14.2,53.3,1032.1,-48.4,0.693966,2.46329,159.538,566.295,725.833,229.894,2023-12-15 23:52:29.099300,1702684349.0993
14.2,53.4,1032.1,-48.3,0.650672,2.4498,149.277,562.034,711.311,229.42,2023-12-15 23:51:57.610918,1702684317.610918
14.2,53.4,1032.0,-47.9,0.627006,2.42649,144.165,557.913,702.077,229.926,2023-12-15 23:51:26.022544,1702684286.022544
14.3,53.5,1032.0,-47.9,0.647494,2.42915,148.855,558.448,707.302,229.894,2023-12-15 23:50:54.316357,1702684254.316357
14.2,53.7,1032.1,-48.0,0.657157,2.46302,150.877,565.484,716.36,229.59,2023-12-15 23:50:22.742675,1702684222.742675
14.3,53.2,1032.0,-47.9,0.652865,2.46529,150.309,567.585,717.895,230.23,2023-12-15 23:49:51.014828,1702684191.014828
14.3,53.7,1032.0,-47.9,0.651418,2.43991,149.892,561.426,711.318,230.101,2023-12-15 23:49:19.313780,1702684159.31378
14.3,53.7,1032.0,-47.6,0.647003,2.4115,148.787,554.556,703.343,229.963,2023-12-15 23:48:47.671357,1702684127.671357
14.3,52.6,1032.0,-47.8,0.658101,2.43738,151.417,560.797,712.214,230.082,2023-12-15 23:48:16.035566,1702684096.035566
14.3,52.7,1032.0,-47.9,0.661826,2.44753,152.543,564.127,716.67,230.488,2023-12-15 23:47:44.075784,1702684064.075784
14.3,52.5,1032.1,-48.1,0.640598,2.43551,147.324,560.115,707.439,229.978,2023-12-15 23:47:12.469478,1702684032.469478
14.2,52.6,1032.1,-48.2,0.639199,2.4237,147.067,557.645,704.712,230.08,2023-12-15 23:46:40.864213,1702684000.864213
14.2,52.9,1032.1,-48.3,0.655538,2.43455,151.051,560.976,712.026,230.422,2023-12-15 23:46:09.136084,1702683969.136084
14.3,52.9,1032.1,-48.2,0.656947,2.43149,151.63,561.211,712.841,230.81,2023-12-15 23:45:37.460888,1702683937.460888
14.3,52.8,1032.1,-48.1,0.659675,2.42477,152.481,560.478,712.959,231.146,2023-12-15 23:45:05.932070,1702683905.93207
14.2,53.4,1032.1,-48.7,0.686143,2.40724,158.406,555.745,714.15,230.864,2023-12-15 23:44:34.301475,1702683874.301475
14.2,53.0,1032.1,-48.5,0.653898,2.41514,150.983,557.65,708.633,230.897,2023-12-15 23:44:02.689094,1702683842.689094
14.2,53.1,1032.1,-48.5,0.644174,2.44176,148.848,564.212,713.06,231.068,2023-12-15 23:43:30.917228,1702683810.917228
14.1,53.1,1032.2,-49.0,0.65193,8.62474,149.009,1971.32,2120.33,228.566,2023-12-15 23:42:59.388291,1702683779.388291
14.1,53.3,1032.2,-48.8,0.672523,8.60055,153.785,1966.67,2120.46,228.668,2023-12-15 23:42:27.680474,1702683747.680474
14.2,52.8,1032.2,-48.8,0.650797,8.57059,148.923,1961.22,2110.14,228.832,2023-12-15 23:41:56.037577,1702683716.037577
14.3,53.0,1032.1,-48.6,0.662995,8.60482,151.536,1966.74,2118.28,228.563,2023-12-15 23:41:24.377454,1702683684.377454
14.3,53.4,1032.1,-48.6,0.684494,8.58519,156.507,1962.97,2119.48,228.647,2023-12-15 23:40:52.644458,1702683652.644458
14.3,53.2,1032.2,-48.8,0.65759,8.57501,150.429,1961.6,2112.03,228.758,2023-12-15 23:40:21.041898,1702683621.041898
14.3,53.0,1032.1,-48.2,0.673409,8.65142,154.041,1979.0,2133.04,228.748,2023-12-15 23:39:49.358720,1702683589.35872
14.3,53.1,1032.1,-48.5,0.658745,8.64373,150.774,1978.39,2129.16,228.881,2023-12-15 23:39:17.672092,1702683557.672092
14.3,52.9,1032.1,-48.3,0.673025,8.57438,154.364,1966.61,2120.98,229.359,2023-12-15 23:38:45.896642,1702683525.896642
14.2,53.4,1032.1,-48.1,0.696142,8.56734,159.757,1966.11,2125.87,229.489,2023-12-15 23:38:14.189160,1702683494.18916
14.2,53.5,1032.1,-48.1,0.647773,8.61667,148.903,1980.7,2129.61,229.869,2023-12-15 23:37:42.542092,1702683462.542092
14.1,53.5,1032.1,-48.5,0.644191,8.60966,147.821,1975.63,2123.45,229.467,2023-12-15 23:37:10.893589,1702683430.893589
14.1,53.7,1032.1,-48.4,0.65364,8.61256,149.919,1975.37,2125.29,229.36,2023-12-15 23:36:39.238718,1702683399.238718
14.1,53.6,1032.2,-48.8,0.663775,8.61607,152.025,1973.35,2125.37,229.031,2023-12-15 23:36:07.673679,1702683367.673679
14.1,53.5,1032.1,-48.5,0.662269,8.6027,151.653,1969.93,2121.58,228.99,2023-12-15 23:35:36.108891,1702683336.108891
14.2,53.8,1032.1,-48.5,0.680771,8.5997,155.734,1967.28,2123.01,228.761,2023-12-15 23:35:04.456988,1702683304.456988
14.3,53.9,1032.2,-49.0,0.64903,8.59533,147.79,1957.23,2105.02,227.709,2023-12-15 23:34:32.826459,1702683272.826459
14.3,54.0,1032.2,-49.0,0.665569,8.61564,151.002,1954.69,2105.7,226.877,2023-12-15 23:34:01.160652,1702683241.160652
14.2,54.4,1032.1,-48.6,0.659599,8.60918,149.978,1957.54,2107.52,227.378,2023-12-15 23:33:29.512358,1702683209.512358
14.3,53.7,1032.1,-48.5,0.664309,8.57928,151.075,1951.07,2102.15,227.417,2023-12-15 23:32:57.865458,1702683177.865458
14.3,53.8,1032.1,-48.6,0.692249,8.56167,157.184,1944.03,2101.22,227.062,2023-12-15 23:32:26.177032,1702683146.177032
14.2,53.7,1032.1,-48.5,0.680341,8.64591,154.879,1968.23,2123.11,227.649,2023-12-15 23:31:54.752073,1702683114.752073
14.2,53.8,1032.1,-48.6,0.658838,8.58911,149.984,1955.3,2105.28,227.649,2023-12-15 23:31:22.918132,1702683082.918132
14.2,53.9,1032.1,-48.2,0.669279,8.58468,152.203,1952.27,2104.47,227.413,2023-12-15 23:30:51.184874,1702683051.184874
14.3,53.9,1032.1,-48.4,0.672113,8.58097,152.415,1945.91,2098.32,226.77,2023-12-15 23:30:19.601255,1702683019.601255
14.3,54.2,1032.1,-48.6,0.643453,8.57505,145.96,1945.15,2091.11,226.839,2023-12-15 23:29:48.034498,1702682988.034498
14.2,54.7,1032.1,-48.5,0.638804,8.6297,144.779,1955.84,2100.61,226.64,2023-12-15 23:29:16.360065,1702682956.360065
14.2,54.6,1032.2,-48.9,0.657711,8.66184,149.298,1966.2,2115.5,226.996,2023-12-15 23:28:44.818547,1702682924.818547
