bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
13.2,47.8,994.9,260.7,0.356154,1.69553,80.7896,384.614,465.403,226.839,2023-11-29 23:59:57.821667,1701302397.821667
13.2,47.8,994.8,260.9,0.301039,1.64932,68.54,375.514,444.054,227.678,2023-11-29 23:59:55.138149,1701302395.138149
13.2,47.8,994.8,260.9,0.345891,1.6963,78.6074,385.502,464.109,227.26,2023-11-29 23:59:52.368493,1701302392.368493
13.2,47.8,994.8,261.0,0.309132,1.70361,70.1396,386.536,456.675,226.892,2023-11-29 23:59:49.634894,1701302389.634894
13.2,47.8,994.9,260.8,0.295946,1.69229,67.7342,387.32,455.054,228.874,2023-11-29 23:59:46.934104,1701302386.934104
13.2,47.7,994.8,261.0,0.40388,1.75467,91.9187,399.343,491.262,227.589,2023-11-29 23:59:44.369352,1701302384.369352
13.2,47.7,994.9,260.7,0.301782,1.74929,68.6763,398.085,466.761,227.569,2023-11-29 23:59:41.609942,1701302381.609942
13.2,47.8,994.9,260.9,0.304956,1.69819,69.4037,386.485,455.889,227.586,2023-11-29 23:59:38.884410,1701302378.88441
13.1,47.8,994.9,260.8,0.374407,1.69143,84.576,382.084,466.66,225.893,2023-11-29 23:59:36.289349,1701302376.289349
13.2,47.7,994.8,261.0,0.312596,1.74848,70.9801,397.02,468.0,227.066,2023-11-29 23:59:33.566544,1701302373.566544
13.2,47.7,994.8,261.0,0.291573,1.82729,66.1656,414.659,480.825,226.926,2023-11-29 23:59:30.891520,1701302370.89152
13.2,47.7,994.9,260.8,0.339116,1.76779,76.9721,401.25,478.222,226.978,2023-11-29 23:59:28.154627,1701302368.154627
13.2,47.7,994.9,260.8,0.362928,1.76151,82.4699,400.277,482.747,227.235,2023-11-29 23:59:25.476003,1701302365.476003
13.1,47.7,994.8,261.0,0.307573,1.72137,69.4976,388.953,458.45,225.955,2023-11-29 23:59:22.772956,1701302362.772956
13.1,47.7,994.9,260.8,0.311288,1.6863,70.7661,383.353,454.119,227.333,2023-11-29 23:59:20.093827,1701302360.093827
13.1,47.7,994.8,261.0,0.305825,1.6959,69.47,385.235,454.705,227.156,2023-11-29 23:59:17.407984,1701302357.407984
13.1,47.6,994.8,261.0,0.348902,1.72466,79.8771,394.841,474.719,228.939,2023-11-29 23:59:14.763278,1701302354.763278
13.1,47.7,994.8,261.0,0.304906,1.67945,69.3046,381.736,451.04,227.298,2023-11-29 23:59:11.976323,1701302351.976323
13.1,47.6,994.9,260.8,0.337215,1.66639,76.5866,378.461,455.047,227.115,2023-11-29 23:59:09.411636,1701302349.411636
13.1,47.6,994.9,260.7,0.346127,1.69141,78.5439,383.817,462.361,226.922,2023-11-29 23:59:06.698981,1701302346.698981
13.1,47.7,994.9,260.9,0.368519,1.7346,83.6862,393.906,477.592,227.088,2023-11-29 23:59:04.032662,1701302344.032662
13.2,47.7,994.9,260.9,0.412061,1.73053,93.1642,391.262,484.426,226.093,2023-11-29 23:59:01.349348,1701302341.349348
13.2,47.7,994.8,261.0,0.390162,1.66851,88.5278,378.585,467.112,226.9,2023-11-29 23:58:58.747444,1701302338.747444
13.1,47.7,994.8,261.1,0.41282,1.71584,93.7346,389.598,483.333,227.059,2023-11-29 23:58:56.041292,1701302336.041292
13.1,47.7,994.8,261.1,0.30439,1.7042,69.0609,386.654,455.715,226.883,2023-11-29 23:58:53.346794,1701302333.346794
13.1,47.7,994.8,261.0,0.312248,1.68791,71.0442,384.041,455.085,227.525,2023-11-29 23:58:50.793887,1701302330.793887
13.2,47.7,994.8,260.9,0.397874,1.69836,90.303,385.467,475.77,226.964,2023-11-29 23:58:48.084481,1701302328.084481
13.2,47.7,994.8,260.9,0.400429,1.7459,90.916,396.4,487.316,227.046,2023-11-29 23:58:45.534130,1701302325.53413
13.2,47.6,994.8,261.0,0.358711,1.67459,81.5015,380.478,461.98,227.207,2023-11-29 23:58:42.773758,1701302322.773758
13.2,47.6,994.8,260.9,0.316545,1.70696,71.8782,387.601,459.479,227.071,2023-11-29 23:58:40.109388,1701302320.109388
13.2,47.6,994.9,260.9,0.382537,1.76,86.5268,398.097,484.624,226.192,2023-11-29 23:58:37.406255,1701302317.406255
13.2,47.5,994.9,260.8,0.323364,1.72951,73.4723,392.965,466.437,227.212,2023-11-29 23:58:34.734351,1701302314.734351
