bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
15.2,66.3,1002.7,194.7,0.244713,0.429703,56.8547,99.8341,156.689,232.333,2023-11-20 06:04:43.134130,1700460283.13413
15.2,66.2,1002.7,194.9,0.23575,0.474997,54.8801,110.574,165.454,232.79,2023-11-20 06:04:40.306426,1700460280.306426
15.2,66.2,1002.7,194.9,0.418758,0.458972,97.2379,106.576,203.814,232.206,2023-11-20 06:04:37.479070,1700460277.47907
15.2,66.2,1002.7,194.9,0.352626,0.352651,81.8931,81.8989,163.792,232.238,2023-11-20 06:04:34.715837,1700460274.715837
15.2,66.2,1002.7,194.7,0.246985,0.433003,57.4479,100.715,158.163,232.597,2023-11-20 06:04:31.847533,1700460271.847533
15.2,66.2,1002.7,194.6,0.24897,0.49954,57.9593,116.291,174.251,232.797,2023-11-20 06:04:29.031021,1700460269.031021
15.2,66.2,1002.7,194.8,0.316704,0.439178,73.5259,101.959,175.485,232.16,2023-11-20 06:04:26.200713,1700460266.200713
15.2,66.2,1002.7,194.9,0.334097,0.435991,77.6334,101.31,178.944,232.368,2023-11-20 06:04:23.350167,1700460263.350167
15.2,66.2,1002.7,194.6,0.25664,0.50448,59.0384,116.053,175.091,230.044,2023-11-20 06:04:20.648901,1700460260.648901
15.2,66.3,1002.8,194.5,0.197388,0.413355,45.9149,96.1516,142.066,232.612,2023-11-20 06:04:17.874288,1700460257.874288
15.2,66.2,1002.8,194.3,0.318767,0.484506,73.4765,111.68,185.156,230.502,2023-11-20 06:04:15.058306,1700460255.058306
15.2,66.2,1002.7,194.7,0.24779,0.375391,57.6122,87.2799,144.892,232.504,2023-11-20 06:04:12.250197,1700460252.250197
15.2,66.2,1002.7,194.7,0.258468,0.327547,60.1638,76.2434,136.407,232.771,2023-11-20 06:04:09.487802,1700460249.487802
