bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
12.7,68.5,1020.7,45.5,0.72688,2.26026,165.61,514.971,680.582,227.837,2024-02-02 23:59:52.443802,1706918392.443802
12.8,68.4,1020.7,45.5,0.721036,2.26534,164.504,516.836,681.34,228.15,2024-02-02 23:59:20.836076,1706918360.836076
12.8,67.9,1020.7,44.9,0.729813,2.23285,166.315,508.838,675.153,227.888,2024-02-02 23:58:49.248237,1706918329.248237
12.8,68.2,1020.7,45.4,0.732568,2.23568,166.463,508.018,674.48,227.232,2024-02-02 23:58:17.645675,1706918297.645675
12.8,67.9,1020.7,45.1,0.73019,2.25108,166.007,511.779,677.786,227.348,2024-02-02 23:57:46.067443,1706918266.067443
13.0,67.8,1020.8,44.9,0.716024,2.27029,162.841,516.318,679.158,227.423,2024-02-02 23:57:14.296707,1706918234.296707
13.0,68.1,1020.8,44.6,0.731674,2.25053,166.08,510.842,676.922,226.987,2024-02-02 23:56:42.646758,1706918202.646758
12.9,68.0,1020.8,44.8,0.722154,2.2302,163.75,505.702,669.452,226.752,2024-02-02 23:56:10.893057,1706918170.893057
12.8,68.4,1020.7,44.9,0.722789,2.24748,164.441,511.322,675.763,227.509,2024-02-02 23:55:39.160513,1706918139.160513
12.8,68.5,1020.8,44.8,0.722637,2.24814,164.4,511.452,675.852,227.5,2024-02-02 23:55:07.535398,1706918107.535398
12.8,68.3,1020.7,45.0,0.738458,2.24971,168.986,514.814,683.8,228.836,2024-02-02 23:54:35.851368,1706918075.851368
12.8,68.3,1020.8,44.8,0.719709,2.24771,164.69,514.341,679.031,228.829,2024-02-02 23:54:04.122415,1706918044.122415
12.9,68.1,1020.8,44.8,0.714697,2.25169,163.169,514.074,677.243,228.305,2024-02-02 23:53:32.398224,1706918012.398224
12.8,68.3,1020.8,44.8,0.731907,2.26051,168.369,520.011,688.38,230.041,2024-02-02 23:53:00.820518,1706917980.820518
12.8,68.0,1020.8,44.4,0.727659,2.27319,169.9,530.762,700.661,233.488,2024-02-02 23:52:29.147949,1706917949.147949
12.8,67.9,1020.8,44.7,0.731697,2.24814,170.964,525.287,696.251,233.654,2024-02-02 23:51:57.598067,1706917917.598067
12.7,68.1,1020.7,44.9,0.717925,2.25529,167.025,524.693,691.718,232.65,2024-02-02 23:51:25.744164,1706917885.744164
12.8,68.2,1020.8,44.8,0.729673,2.26769,169.158,525.71,694.868,231.827,2024-02-02 23:50:54.048783,1706917854.048783
12.8,67.9,1020.8,44.7,0.33608,1.88006,77.5437,433.785,511.328,230.73,2024-02-02 23:50:22.405771,1706917822.405771
12.9,68.2,1020.8,44.5,0.739469,2.3506,171.138,544.009,715.147,231.434,2024-02-02 23:49:49.529836,1706917789.529836
12.9,68.2,1020.8,44.8,0.736092,2.26618,171.334,527.481,698.816,232.762,2024-02-02 23:49:17.910704,1706917757.910704
12.9,67.7,1020.8,44.7,0.714733,2.26788,166.146,527.188,693.333,232.458,2024-02-02 23:48:46.189360,1706917726.18936
12.9,67.5,1020.8,44.8,0.712427,2.28576,165.613,531.355,696.968,232.463,2024-02-02 23:48:14.530338,1706917694.530338
13.0,67.4,1020.8,44.8,0.725114,2.29249,168.266,531.982,700.248,232.054,2024-02-02 23:47:42.881147,1706917662.881147
13.0,67.3,1020.7,45.0,0.730308,2.2725,169.097,526.178,695.274,231.542,2024-02-02 23:47:11.133142,1706917631.133142
12.9,67.3,1020.8,44.8,0.722962,2.26518,167.301,524.185,691.485,231.41,2024-02-02 23:46:39.532119,1706917599.532119
12.9,67.4,1020.8,44.7,0.74191,2.27593,171.548,526.249,697.797,231.224,2024-02-02 23:46:07.845538,1706917567.845538
13.1,67.8,1020.8,44.7,0.726599,2.2541,168.143,521.623,689.766,231.411,2024-02-02 23:45:36.159854,1706917536.159854
12.9,67.8,1020.8,44.6,0.734871,2.25989,168.812,519.133,687.945,229.716,2024-02-02 23:45:04.505545,1706917504.505545
12.9,67.5,1020.8,44.7,0.73287,2.22783,168.798,513.125,681.923,230.325,2024-02-02 23:44:32.864817,1706917472.864817
12.9,67.6,1020.8,44.6,0.726546,2.20771,166.779,506.779,673.558,229.55,2024-02-02 23:44:01.216795,1706917441.216795
12.9,67.6,1020.8,44.5,0.735212,2.19336,169.03,504.27,673.3,229.907,2024-02-02 23:43:29.796432,1706917409.796432
12.9,67.3,1020.8,44.2,0.733512,2.17924,168.802,501.506,670.308,230.129,2024-02-02 23:42:58.143831,1706917378.143831
12.9,67.2,1020.8,44.6,0.735777,2.13266,169.769,492.08,661.85,230.735,2024-02-02 23:42:26.611750,1706917346.61175
12.9,67.2,1020.8,44.3,0.709024,2.06985,163.843,478.307,642.15,231.083,2024-02-02 23:41:54.968671,1706917314.968671
13.0,67.1,1020.8,44.3,0.72518,1.78253,167.863,412.615,580.478,231.477,2024-02-02 23:41:23.341901,1706917283.341901
12.9,67.3,1020.8,44.1,0.733398,1.78119,169.401,411.422,580.822,230.981,2024-02-02 23:40:51.711595,1706917251.711595
12.8,67.6,1020.8,44.6,0.708739,1.80049,163.817,416.163,579.979,231.138,2024-02-02 23:40:19.995888,1706917219.995888
12.8,67.9,1020.8,44.6,0.739812,1.85323,171.196,428.846,600.042,231.404,2024-02-02 23:39:48.345961,1706917188.345961
12.9,67.6,1020.8,44.5,0.727805,2.05443,168.654,476.07,644.724,231.729,2024-02-02 23:39:16.607006,1706917156.607006
12.9,68.2,1020.8,44.1,0.723975,2.02368,167.263,467.54,634.803,231.035,2024-02-02 23:38:44.958633,1706917124.958633
12.7,68.3,1020.8,44.3,0.718156,2.12949,165.665,491.234,656.899,230.681,2024-02-02 23:38:13.225672,1706917093.225672
12.7,68.6,1020.8,44.1,0.727777,2.20785,168.132,510.062,678.195,231.022,2024-02-02 23:37:41.702579,1706917061.702579
12.8,68.3,1020.8,44.1,0.740266,2.20097,170.895,508.107,679.002,230.856,2024-02-02 23:37:10.023318,1706917030.023318
12.8,68.4,1020.8,44.3,0.736863,2.20689,169.981,509.089,679.07,230.682,2024-02-02 23:36:37.877837,1706916997.877837
12.8,68.3,1020.8,44.1,0.728433,2.22884,168.085,514.301,682.386,230.749,2024-02-02 23:36:06.234622,1706916966.234622
12.8,68.4,1020.8,44.2,0.735036,2.22622,169.481,513.312,682.794,230.576,2024-02-02 23:35:34.615855,1706916934.615855
12.8,68.6,1020.9,44.0,0.738583,2.19019,169.838,503.638,673.476,229.951,2024-02-02 23:35:02.921659,1706916902.921659
12.7,68.5,1020.9,44.0,0.735811,2.19892,170.537,509.638,680.175,231.768,2024-02-02 23:34:31.211145,1706916871.211145
12.8,68.5,1020.8,44.1,0.723424,2.20802,167.548,511.386,678.935,231.604,2024-02-02 23:33:59.506524,1706916839.506524
12.9,68.3,1020.8,44.0,0.731181,2.21524,169.434,513.329,682.763,231.726,2024-02-02 23:33:28.017149,1706916808.017149
12.8,68.3,1020.8,44.1,0.724301,2.19434,168.103,509.286,677.39,232.091,2024-02-02 23:32:56.299121,1706916776.299121
12.9,68.2,1020.8,44.1,0.724791,2.20985,168.466,513.644,682.11,232.434,2024-02-02 23:32:24.603230,1706916744.60323
12.8,68.4,1020.9,43.9,0.716111,2.20937,166.208,512.789,678.997,232.098,2024-02-02 23:31:52.942661,1706916712.942661
12.8,68.0,1020.8,44.0,0.724869,2.20893,168.417,513.224,681.641,232.341,2024-02-02 23:31:21.309785,1706916681.309785
12.8,68.1,1020.8,44.3,0.73034,2.17811,169.313,504.945,674.258,231.827,2024-02-02 23:30:49.603980,1706916649.60398
12.9,67.9,1020.8,44.1,0.730239,2.19138,168.901,506.857,675.758,231.296,2024-02-02 23:30:17.477699,1706916617.477699
12.9,67.6,1020.8,44.1,0.704515,2.22076,162.426,511.998,674.424,230.551,2024-02-02 23:29:45.407239,1706916585.407239
13.1,67.3,1020.9,43.8,0.736772,2.20477,170.066,508.916,678.981,230.825,2024-02-02 23:29:13.738928,1706916553.738928
12.9,68.0,1020.9,44.0,0.724627,2.16634,167.562,500.942,668.503,231.238,2024-02-02 23:28:41.999993,1706916521.999993
12.8,67.7,1020.9,43.7,0.727637,2.17898,167.865,502.689,670.555,230.699,2024-02-02 23:28:10.353382,1706916490.353382
12.8,67.9,1020.9,44.0,0.717086,2.19893,166.168,509.55,675.719,231.727,2024-02-02 23:27:38.679837,1706916458.679837
12.8,68.1,1020.9,43.9,0.733014,2.19593,169.445,507.615,677.06,231.161,2024-02-02 23:27:07.109473,1706916427.109473
12.8,68.3,1020.9,44.0,0.738113,2.16815,170.78,501.651,672.431,231.373,2024-02-02 23:26:35.438169,1706916395.438169
12.9,68.2,1020.9,43.9,0.728682,2.18779,168.468,505.808,674.276,231.196,2024-02-02 23:26:03.531323,1706916363.531323
12.9,68.1,1020.9,44.0,0.73188,2.18833,168.97,505.222,674.192,230.871,2024-02-02 23:25:31.941484,1706916331.941484
12.9,67.8,1020.9,43.9,0.729816,2.16916,168.379,500.456,668.834,230.714,2024-02-02 23:25:00.258313,1706916300.258313
12.8,68.1,1020.9,44.0,0.715181,2.17666,164.684,501.217,665.901,230.269,2024-02-02 23:24:28.620656,1706916268.620656
12.9,68.1,1020.8,44.2,0.72911,2.16263,167.832,497.812,665.644,230.188,2024-02-02 23:23:56.928957,1706916236.928957
12.9,67.6,1020.9,43.8,0.734177,2.16917,168.935,499.13,668.065,230.101,2024-02-02 23:23:25.243397,1706916205.243397
12.9,67.6,1020.8,44.5,0.724554,2.17588,167.283,502.359,669.642,230.877,2024-02-02 23:22:53.589297,1706916173.589297
12.9,67.8,1020.8,44.2,0.714051,2.17355,164.368,500.331,664.699,230.19,2024-02-02 23:22:22.029013,1706916142.029013
12.9,67.7,1020.8,44.2,0.732938,2.15055,168.921,495.639,664.56,230.471,2024-02-02 23:21:50.349144,1706916110.349144
13.0,67.5,1020.9,44.1,0.73066,2.18635,168.508,504.225,672.732,230.624,2024-02-02 23:21:18.774929,1706916078.774929
12.8,67.9,1020.8,44.0,0.732744,2.16382,168.6,497.882,666.482,230.094,2024-02-02 23:20:47.082601,1706916047.082601
12.8,68.3,1020.8,44.2,0.716834,2.16092,164.832,496.891,661.722,229.944,2024-02-02 23:20:15.460955,1706916015.460955
12.8,68.3,1020.9,44.0,0.726031,2.14621,167.341,494.675,662.016,230.488,2024-02-02 23:19:42.028595,1706915982.028595
12.7,68.4,1020.8,44.0,0.33891,1.76959,77.9434,406.974,484.917,229.982,2024-02-02 23:19:10.398448,1706915950.398448
12.8,68.5,1020.9,43.9,0.718595,2.17349,165.565,500.775,666.341,230.401,2024-02-02 23:18:38.544176,1706915918.544176
12.8,68.2,1020.8,44.1,0.759777,2.15156,175.387,496.668,672.056,230.841,2024-02-02 23:18:06.946292,1706915886.946292
12.9,68.0,1020.9,43.8,0.736889,2.156,169.808,496.828,666.637,230.439,2024-02-02 23:17:35.293667,1706915855.293667
12.9,67.7,1020.8,44.1,0.733767,2.18139,169.05,502.563,671.614,230.387,2024-02-02 23:17:03.618680,1706915823.61868
12.9,68.0,1020.9,43.9,0.741651,2.16445,170.952,498.91,669.863,230.502,2024-02-02 23:16:31.939487,1706915791.939487
12.9,67.8,1020.9,43.8,0.726422,2.13867,167.341,492.673,660.014,230.364,2024-02-02 23:16:00.346644,1706915760.346644
12.8,68.2,1020.9,44.0,0.73589,2.15723,169.829,497.847,667.676,230.781,2024-02-02 23:15:28.643619,1706915728.643619
12.8,68.2,1020.9,43.7,0.733304,2.15011,169.539,497.104,666.644,231.199,2024-02-02 23:14:57.062842,1706915697.062842
12.8,68.2,1020.9,43.6,0.722995,2.16585,167.422,501.542,668.964,231.568,2024-02-02 23:14:25.490970,1706915665.49097
12.8,67.9,1020.9,43.6,0.732545,2.16115,170.263,502.307,672.57,232.426,2024-02-02 23:13:53.818454,1706915633.818454
12.9,68.2,1020.9,43.4,0.737244,2.12414,171.273,493.47,664.743,232.315,2024-02-02 23:13:22.198455,1706915602.198455
12.8,68.3,1020.9,43.4,0.730413,2.15283,169.386,499.251,668.637,231.905,2024-02-02 23:12:50.617963,1706915570.617963
12.9,68.0,1020.9,43.6,0.723137,2.15505,167.891,500.339,668.23,232.171,2024-02-02 23:12:18.857943,1706915538.857943
12.8,68.0,1020.9,43.6,0.734305,2.13566,170.583,496.126,666.709,232.306,2024-02-02 23:11:47.277513,1706915507.277513
12.9,67.8,1020.9,43.9,0.731293,2.11459,170.035,491.669,661.704,232.513,2024-02-02 23:11:15.670522,1706915475.670522
12.9,67.9,1020.9,43.6,0.720529,2.12122,167.236,492.337,659.573,232.102,2024-02-02 23:10:44.119267,1706915444.119267
12.9,67.8,1020.9,43.4,0.741742,2.15258,171.927,498.944,670.871,231.788,2024-02-02 23:10:12.381889,1706915412.381889
12.9,67.9,1020.9,43.8,0.71791,2.14229,166.041,495.477,661.518,231.284,2024-02-02 23:09:40.761461,1706915380.761461
12.9,67.6,1020.9,43.6,0.731149,2.11216,169.54,489.773,659.314,231.882,2024-02-02 23:09:09.168709,1706915349.168709
12.9,67.9,1020.9,44.0,0.725234,2.13555,167.501,493.23,660.731,230.962,2024-02-02 23:08:37.573742,1706915317.573742
12.9,67.4,1020.9,44.0,0.738317,2.13017,171.056,493.525,664.581,231.683,2024-02-02 23:08:06.021738,1706915286.021738
13.0,67.4,1020.9,44.0,0.724247,2.12695,167.725,492.57,660.295,231.585,2024-02-02 23:07:34.368660,1706915254.36866
13.0,67.4,1020.8,44.4,0.735741,2.10935,170.417,488.581,658.997,231.626,2024-02-02 23:07:02.755041,1706915222.755041
12.9,67.3,1020.8,44.4,0.728475,2.12852,169.169,494.291,663.46,232.223,2024-02-02 23:06:31.067738,1706915191.067738
13.0,67.3,1020.8,44.7,0.730834,2.13606,169.679,495.933,665.612,232.172,2024-02-02 23:05:59.452579,1706915159.452579
13.0,67.0,1020.8,44.5,0.736416,2.14179,171.408,498.524,669.932,232.76,2024-02-02 23:05:27.843532,1706915127.843532
13.0,67.1,1020.8,44.8,0.730227,2.09445,169.417,485.924,655.341,232.006,2024-02-02 23:04:56.329345,1706915096.329345
13.1,67.1,1020.8,44.8,0.719584,2.12053,165.584,487.957,653.541,230.111,2024-02-02 23:04:24.648782,1706915064.648782
13.1,67.0,1020.8,44.5,0.732249,2.09169,168.491,481.301,649.792,230.101,2024-02-02 23:03:53.090542,1706915033.090542
13.0,67.1,1020.8,44.6,0.725692,2.11929,166.359,485.828,652.187,229.241,2024-02-02 23:03:21.400848,1706915001.400848
12.9,67.2,1020.8,44.4,0.729809,2.07929,165.659,471.978,637.637,226.99,2024-02-02 23:02:49.833219,1706914969.833219
12.9,67.1,1020.8,44.3,0.73673,2.09114,167.261,474.753,642.014,227.031,2024-02-02 23:02:18.328325,1706914938.328325
12.9,67.1,1020.8,44.5,0.721499,2.09788,163.728,476.066,639.794,226.928,2024-02-02 23:01:46.701164,1706914906.701164
