bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
14.0,61.2,1003.3,189.6,0.65128,0.787841,150.82,182.444,333.265,231.575,2024-01-06 10:52:59.659006,1704538379.659006
14.0,61.0,1003.3,189.5,0.679292,0.752771,157.469,174.502,331.971,231.813,2024-01-06 10:52:27.865862,1704538347.865862
14.0,60.5,1003.3,189.7,0.669343,0.843119,155.037,195.288,350.325,231.626,2024-01-06 10:51:56.173608,1704538316.173608
14.0,60.5,1003.3,189.6,0.722345,0.796152,167.33,184.427,351.758,231.649,2024-01-06 10:51:24.469987,1704538284.469987
14.0,60.5,1003.3,189.6,0.639928,0.845951,148.296,196.04,344.336,231.739,2024-01-06 10:50:52.738674,1704538252.738674
13.9,60.5,1003.4,189.2,0.650119,0.788857,150.726,182.892,333.617,231.844,2024-01-06 10:50:21.134069,1704538221.134069
14.0,60.3,1003.3,189.6,0.680941,0.809892,157.803,187.686,345.489,231.742,2024-01-06 10:49:49.515501,1704538189.515501
14.0,60.3,1003.3,189.7,0.661939,0.807164,153.438,187.102,340.54,231.801,2024-01-06 10:49:17.783821,1704538157.783821
13.9,60.3,1003.4,189.3,0.672122,0.797257,155.954,184.989,340.943,232.032,2024-01-06 10:48:46.172825,1704538126.172825
14.0,60.1,1003.3,189.7,0.660451,0.846251,152.313,195.162,347.474,230.619,2024-01-06 10:48:14.239698,1704538094.239698
14.0,60.4,1003.3,189.5,0.659853,0.771223,152.985,178.806,331.792,231.848,2024-01-06 10:47:42.425330,1704538062.42533
14.0,59.8,1003.3,189.6,0.675709,0.802345,155.718,184.901,340.619,230.451,2024-01-06 10:47:09.921796,1704538029.921796
13.9,59.5,1003.4,189.4,0.682928,0.7651,157.94,176.944,334.884,231.269,2024-01-06 10:46:38.330118,1704537998.330118
13.9,59.7,1003.3,189.9,0.671989,0.853762,155.728,197.853,353.581,231.742,2024-01-06 10:46:06.717140,1704537966.71714
13.9,59.7,1003.4,189.1,0.652425,0.817396,150.43,188.468,338.898,230.571,2024-01-06 10:45:35.038729,1704537935.038729
13.9,59.7,1003.4,189.1,0.655187,0.764618,150.957,176.17,327.127,230.402,2024-01-06 10:45:03.288522,1704537903.288522
13.9,59.7,1003.4,189.2,0.721967,0.816978,166.785,188.733,355.518,231.014,2024-01-06 10:44:31.580654,1704537871.580654
13.8,59.6,1003.4,189.3,0.674548,0.820517,156.55,190.426,346.976,232.081,2024-01-06 10:43:59.880519,1704537839.880519
13.8,59.0,1003.4,189.2,0.700466,0.822476,161.764,189.941,351.705,230.938,2024-01-06 10:43:28.233380,1704537808.23338
13.8,58.7,1003.3,189.6,0.670959,0.800682,155.624,185.712,341.336,231.943,2024-01-06 10:42:56.658531,1704537776.658531
13.6,58.8,1003.4,189.1,0.65522,0.8212,151.732,190.169,341.901,231.574,2024-01-06 10:42:25.026156,1704537745.026156
