bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
13.4,53.9,992.8,278.3,0.645277,0.747783,150.5,174.408,324.907,233.233,2023-12-31 23:59:37.134392,1704067177.134392
13.5,53.9,992.6,279.9,0.666621,0.830379,155.66,193.898,349.558,233.506,2023-12-31 23:59:05.525789,1704067145.525789
13.3,54.2,992.7,279.0,0.666343,0.801765,155.516,187.121,342.637,233.387,2023-12-31 23:58:33.858432,1704067113.858432
13.4,53.9,992.7,279.0,0.675816,0.745324,157.725,173.947,331.672,233.384,2023-12-31 23:58:02.102558,1704067082.102558
13.4,53.9,992.7,279.3,0.68476,0.81077,159.724,189.116,348.84,233.255,2023-12-31 23:57:30.437707,1704067050.437707
13.3,54.0,992.7,279.2,0.680893,0.780546,158.937,182.198,341.134,233.424,2023-12-31 23:56:58.761076,1704067018.761076
13.4,53.9,992.7,279.5,0.650833,0.831948,151.869,194.131,345.999,233.345,2023-12-31 23:56:27.055759,1704066987.055759
13.4,53.9,992.6,279.8,0.699503,0.811064,163.065,189.072,352.137,233.116,2023-12-31 23:55:55.289019,1704066955.289019
13.4,53.9,992.6,279.7,0.660703,0.792353,154.246,184.981,339.226,233.457,2023-12-31 23:55:23.745725,1704066923.745725
13.4,53.8,992.7,278.9,0.635421,0.806413,147.947,187.76,335.706,232.833,2023-12-31 23:54:52.261214,1704066892.261214
13.3,54.1,992.7,279.2,0.680242,0.775072,158.257,180.318,338.575,232.647,2023-12-31 23:54:20.205729,1704066860.205729
13.4,54.2,992.6,279.7,0.655143,0.790799,152.39,183.945,336.335,232.606,2023-12-31 23:53:48.539229,1704066828.539229
13.3,54.3,992.7,278.8,0.645598,0.804635,150.571,187.663,338.234,233.227,2023-12-31 23:53:16.917100,1704066796.9171
13.2,54.3,992.6,279.5,0.657846,0.754214,153.864,176.403,330.266,233.89,2023-12-31 23:52:45.361108,1704066765.361108
13.2,54.5,992.6,279.8,0.646933,0.775728,151.258,181.371,332.63,233.808,2023-12-31 23:52:13.803885,1704066733.803885
13.4,54.2,992.7,279.4,0.66588,0.80974,155.377,188.945,344.322,233.341,2023-12-31 23:51:42.094440,1704066702.09444
13.4,54.6,992.6,279.5,0.696158,0.849873,162.44,198.307,360.746,233.337,2023-12-31 23:51:10.511315,1704066670.511315
13.3,54.6,992.6,280.1,0.665362,0.783009,155.129,182.559,337.688,233.15,2023-12-31 23:50:38.785289,1704066638.785289
13.3,54.5,992.6,279.6,0.652877,0.837176,152.185,195.145,347.331,233.1,2023-12-31 23:50:07.117250,1704066607.11725
13.3,54.5,992.6,280.1,0.680659,0.708023,158.652,165.03,323.681,233.085,2023-12-31 23:49:35.454008,1704066575.454008
