bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
11.3,43.3,1022.8,27.7,0.651196,2.03111,149.717,466.976,616.694,229.912,2024-01-10 23:59:53.623958,1704931193.623958
11.4,43.4,1022.9,27.4,0.632885,2.02857,145.557,466.55,612.107,229.99,2024-01-10 23:59:21.907412,1704931161.907412
11.3,44.4,1022.9,27.5,0.638819,2.05308,147.367,473.618,620.985,230.687,2024-01-10 23:58:50.152609,1704931130.152609
11.3,43.7,1022.9,27.3,0.651497,2.04092,150.256,470.701,620.957,230.632,2024-01-10 23:58:18.652517,1704931098.652517
11.3,46.1,1022.8,27.6,0.659369,2.02414,151.637,465.498,617.135,229.973,2024-01-10 23:57:47.065726,1704931067.065726
11.3,45.5,1022.9,27.2,0.662023,2.04074,153.582,473.43,627.012,231.989,2024-01-10 23:57:15.416783,1704931035.416783
11.3,44.4,1022.9,27.5,0.678367,2.01761,157.464,468.331,625.794,232.122,2024-01-10 23:56:43.658758,1704931003.658758
11.3,45.7,1022.8,27.6,0.652229,2.04043,151.024,472.461,623.485,231.55,2024-01-10 23:56:11.729040,1704930971.72904
11.5,45.4,1022.9,27.2,0.652494,2.03995,151.155,472.569,623.724,231.658,2024-01-10 23:55:40.020808,1704930940.020808
11.5,44.9,1022.8,27.5,0.689208,2.06049,159.681,477.39,637.071,231.688,2024-01-10 23:55:08.365508,1704930908.365508
11.4,45.0,1022.9,27.5,0.690155,2.00631,159.807,464.563,624.37,231.552,2024-01-10 23:54:36.819520,1704930876.81952
11.4,43.8,1022.9,27.5,0.654287,2.01094,151.497,465.623,617.119,231.545,2024-01-10 23:54:05.236147,1704930845.236147
11.4,42.3,1022.9,27.4,0.683257,2.04337,158.146,472.956,631.102,231.459,2024-01-10 23:53:33.676373,1704930813.676373
11.5,43.9,1022.9,27.1,0.675829,2.03333,156.193,469.93,626.124,231.114,2024-01-10 23:53:02.047893,1704930782.047893
11.3,44.0,1022.9,27.3,0.645058,2.0434,148.938,471.802,620.74,230.891,2024-01-10 23:52:30.389257,1704930750.389257
11.3,44.0,1022.9,27.4,0.635369,2.01482,147.101,466.474,613.576,231.521,2024-01-10 23:51:58.643997,1704930718.643997
11.4,42.6,1022.9,27.5,0.677246,2.00237,156.894,463.88,620.774,231.665,2024-01-10 23:51:27.048773,1704930687.048773
11.4,42.2,1022.8,27.5,0.686293,2.00887,158.844,464.959,623.803,231.453,2024-01-10 23:50:55.312581,1704930655.312581
11.4,42.3,1022.8,27.5,0.639565,2.05179,148.489,476.367,624.857,232.172,2024-01-10 23:50:23.664764,1704930623.664764
11.4,42.8,1022.9,27.5,0.646435,2.02704,149.938,470.164,620.102,231.946,2024-01-10 23:49:51.947160,1704930591.94716
11.3,42.5,1022.8,27.7,0.684503,2.01969,158.715,468.302,627.017,231.869,2024-01-10 23:49:20.324408,1704930560.324408
11.3,43.6,1022.8,27.8,0.673563,2.00585,156.238,465.273,621.511,231.958,2024-01-10 23:48:48.679772,1704930528.679772
11.3,44.4,1022.9,27.4,0.653052,2.0029,151.424,464.415,615.839,231.871,2024-01-10 23:48:16.927530,1704930496.92753
11.3,42.6,1022.8,27.7,0.650685,2.03973,150.502,471.785,622.286,231.297,2024-01-10 23:47:45.271998,1704930465.271998
11.3,42.7,1022.8,27.6,0.670747,2.01669,155.472,467.447,622.918,231.789,2024-01-10 23:47:13.714016,1704930433.714016
11.3,43.2,1022.9,27.4,0.648789,2.00636,150.323,464.871,615.194,231.699,2024-01-10 23:46:42.071736,1704930402.071736
11.3,45.2,1022.9,27.5,0.669641,1.98167,155.336,459.686,615.022,231.969,2024-01-10 23:46:10.287663,1704930370.287663
11.3,42.8,1022.8,27.4,0.726832,2.02634,168.564,469.942,638.506,231.917,2024-01-10 23:45:38.609653,1704930338.609653
11.3,42.9,1022.9,27.4,0.731228,2.02473,169.485,469.295,638.78,231.781,2024-01-10 23:45:08.271761,1704930308.271761
11.4,43.1,1022.9,27.1,0.729521,2.01724,168.987,467.277,636.265,231.642,2024-01-10 23:44:35.270378,1704930275.270378
11.4,43.0,1022.9,27.1,0.721095,2.02939,167.007,470.01,637.017,231.601,2024-01-10 23:44:03.640751,1704930243.640751
11.4,42.5,1022.9,27.3,0.735857,1.9981,169.963,461.505,631.467,230.972,2024-01-10 23:43:31.785089,1704930211.785089
11.6,42.5,1022.9,26.9,0.694757,1.98899,160.438,459.311,619.749,230.927,2024-01-10 23:43:00.326814,1704930180.326814
11.5,42.7,1022.9,27.2,0.745385,2.01664,172.297,466.149,638.446,231.152,2024-01-10 23:42:28.537269,1704930148.537269
11.4,42.7,1022.9,27.0,0.70729,2.01188,163.711,465.676,629.387,231.463,2024-01-10 23:41:56.899030,1704930116.89903
11.5,42.6,1022.9,27.2,0.732856,2.00799,169.56,464.585,634.145,231.368,2024-01-10 23:41:25.124078,1704930085.124078
11.4,43.0,1022.9,27.2,0.724522,2.00045,167.576,462.688,630.264,231.291,2024-01-10 23:40:53.461604,1704930053.461604
