bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
14.0,59.5,1002.7,194.9,0.657231,2.02038,153.427,471.646,625.073,233.444,2023-12-28 23:59:42.786740,1703807982.78674
14.1,59.2,1002.8,194.1,0.647354,2.16737,150.961,505.423,656.384,233.197,2023-12-28 23:59:11.352350,1703807951.35235
14.2,58.9,1002.9,193.3,0.64024,2.10825,149.573,492.532,642.105,233.621,2023-12-28 23:58:39.530446,1703807919.530446
14.0,59.4,1002.8,193.9,0.648527,2.11532,151.223,493.247,644.47,233.178,2023-12-28 23:58:07.970944,1703807887.970944
14.1,59.1,1002.8,194.1,0.687768,2.12144,160.188,494.104,654.293,232.91,2023-12-28 23:57:36.383355,1703807856.383355
14.1,59.5,1002.8,194.2,0.666291,2.12723,155.235,495.609,650.844,232.984,2023-12-28 23:57:04.652222,1703807824.652222
14.1,59.0,1002.9,193.4,0.672021,2.12674,156.587,495.552,652.139,233.01,2023-12-28 23:56:32.933824,1703807792.933824
14.1,59.3,1002.8,194.2,0.656473,2.1149,152.664,491.825,644.49,232.552,2023-12-28 23:56:01.298694,1703807761.298694
14.1,59.1,1002.9,193.5,0.664823,2.10624,154.869,490.644,645.513,232.948,2023-12-28 23:55:29.705757,1703807729.705757
14.1,59.0,1002.8,194.0,0.650489,2.12084,151.372,493.527,644.899,232.704,2023-12-28 23:54:58.039200,1703807698.0392
14.1,59.1,1002.8,194.3,0.669906,2.10436,155.497,488.46,643.957,232.118,2023-12-28 23:54:26.454222,1703807666.454222
14.3,58.8,1002.8,194.0,0.654652,2.09033,151.959,485.213,637.172,232.122,2023-12-28 23:53:54.807760,1703807634.80776
14.2,59.1,1002.8,193.7,0.684208,2.09342,158.842,485.996,644.838,232.155,2023-12-28 23:53:23.141505,1703807603.141505
14.2,59.1,1002.8,194.1,0.672433,2.10075,156.241,488.113,644.354,232.352,2023-12-28 23:52:51.434730,1703807571.43473
14.1,59.8,1002.8,194.3,0.688563,2.11526,160.114,491.869,651.983,232.534,2023-12-28 23:52:19.842905,1703807539.842905
14.1,59.4,1002.8,194.1,0.642788,2.09698,149.502,487.723,637.225,232.583,2023-12-28 23:51:48.073164,1703807508.073164
14.1,59.1,1002.9,193.3,0.667083,2.08059,155.087,483.706,638.793,232.485,2023-12-28 23:51:16.400749,1703807476.400749
14.2,58.9,1002.9,193.1,0.663915,2.0925,154.161,485.878,640.039,232.2,2023-12-28 23:50:44.722830,1703807444.72283
14.3,58.7,1002.9,193.0,0.657755,2.10785,153.044,490.446,643.491,232.676,2023-12-28 23:50:13.161866,1703807413.161866
14.2,59.1,1002.9,193.1,0.660931,2.09008,153.879,486.616,640.495,232.822,2023-12-28 23:49:41.429560,1703807381.42956
14.1,59.5,1002.9,193.5,0.657219,2.0876,152.911,485.71,638.621,232.664,2023-12-28 23:49:09.806236,1703807349.806236
14.1,59.5,1002.8,194.0,0.662265,2.08982,154.227,486.672,640.898,232.878,2023-12-28 23:48:38.202656,1703807318.202656
14.1,59.5,1002.8,194.2,0.678065,2.08767,157.705,485.553,643.258,232.581,2023-12-28 23:48:06.507869,1703807286.507869
14.0,59.4,1002.9,193.1,0.652726,2.06565,151.573,479.675,631.248,232.215,2023-12-28 23:47:34.812773,1703807254.812773
14.1,59.6,1002.9,193.0,0.641983,2.08809,148.996,484.617,633.613,232.086,2023-12-28 23:47:03.094784,1703807223.094784
14.1,59.6,1003.0,192.8,0.651943,2.0659,151.363,479.644,631.007,232.172,2023-12-28 23:46:31.334796,1703807191.334796
14.1,59.4,1002.9,193.1,0.658841,2.08955,152.652,484.143,636.795,231.698,2023-12-28 23:45:59.705907,1703807159.705907
14.1,59.5,1003.0,192.0,0.657604,2.06657,152.449,479.083,631.532,231.825,2023-12-28 23:45:27.957995,1703807127.957995
14.0,59.5,1003.0,192.4,0.671155,2.04788,155.865,475.586,631.45,232.233,2023-12-28 23:44:57.484018,1703807097.484018
14.1,59.4,1003.0,192.8,0.658295,2.07868,153.383,484.335,637.719,233.001,2023-12-28 23:44:24.559593,1703807064.559593
14.2,59.2,1003.0,192.8,0.651319,2.05388,151.678,478.305,629.984,232.879,2023-12-28 23:43:52.832083,1703807032.832083
14.1,59.7,1003.1,191.8,0.636691,2.06284,148.04,479.643,627.684,232.516,2023-12-28 23:43:21.133271,1703807001.133271
14.0,59.8,1003.0,192.5,0.648453,2.04073,150.927,474.976,625.903,232.749,2023-12-28 23:42:49.474202,1703806969.474202
14.1,59.6,1002.9,192.9,0.642501,2.07404,149.378,482.203,631.58,232.494,2023-12-28 23:42:17.847584,1703806937.847584
14.1,59.6,1003.0,192.3,0.677863,2.05874,157.295,477.723,635.018,232.046,2023-12-28 23:41:46.136941,1703806906.136941
14.1,59.9,1003.1,191.9,0.651574,2.04366,151.399,474.863,626.263,232.359,2023-12-28 23:41:14.501126,1703806874.501126
