bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
13.8,59.1,996.8,244.2,0.64529,2.30412,149.522,533.897,683.419,231.713,2023-12-21 23:59:42.505235,1703203182.505235
13.9,58.1,996.8,244.2,0.68224,2.27542,158.163,527.509,685.672,231.829,2023-12-21 23:59:10.786046,1703203150.786046
13.9,58.3,996.7,245.0,0.68888,2.25926,160.11,525.097,685.207,232.42,2023-12-21 23:58:39.118880,1703203119.11888
14.0,59.0,996.7,245.5,0.646624,2.31065,150.135,536.492,686.627,232.182,2023-12-21 23:58:07.509581,1703203087.509581
14.0,58.6,996.7,245.6,0.669735,2.28909,155.418,531.206,686.624,232.059,2023-12-21 23:57:35.851058,1703203055.851058
13.9,58.5,996.6,246.2,0.635571,2.27987,147.615,529.513,677.128,232.256,2023-12-21 23:57:04.156323,1703203024.156323
14.0,58.3,996.7,245.6,0.643434,2.29476,149.498,533.173,682.671,232.344,2023-12-21 23:56:32.479654,1703202992.479654
13.9,58.8,996.5,246.9,0.654684,2.31058,152.051,536.637,688.689,232.252,2023-12-21 23:56:00.782373,1703202960.782373
13.9,58.8,996.6,245.8,0.64403,2.29323,149.578,532.611,682.189,232.253,2023-12-21 23:55:27.246694,1703202927.246694
13.9,58.6,996.5,246.6,0.660482,2.27064,153.214,526.729,679.944,231.974,2023-12-21 23:54:55.569841,1703202895.569841
13.9,58.5,996.5,246.8,0.657463,2.29012,152.676,531.812,684.488,232.22,2023-12-21 23:54:23.825082,1703202863.825082
13.9,58.6,996.4,247.6,0.653515,2.28455,151.832,530.77,682.602,232.331,2023-12-21 23:53:52.125919,1703202832.125919
13.9,58.6,996.5,246.7,0.651776,2.30911,151.14,535.46,686.601,231.89,2023-12-21 23:53:20.524085,1703202800.524085
13.8,58.5,996.6,246.5,0.692096,2.31245,160.639,536.732,697.371,232.105,2023-12-21 23:52:48.986708,1703202768.986708
13.9,59.1,996.5,247.3,0.637237,2.29429,147.898,532.487,680.385,232.093,2023-12-21 23:52:17.281097,1703202737.281097
13.8,58.6,996.7,245.6,0.644334,2.29827,149.522,533.33,682.852,232.057,2023-12-21 23:51:45.551678,1703202705.551678
13.8,58.5,996.5,247.1,0.655025,2.29791,152.079,533.511,685.59,232.173,2023-12-21 23:51:13.933275,1703202673.933275
