bme_temp,bme_hum,bme_pres,bme_alt,energy_ct1_current,energy_ct2_current,energy_ct1_power,energy_ct2_power,energy_power,energy_vref,time,epoch
11.9,58.0,1010.4,131.0,0.714948,2.24197,166.196,521.164,687.36,232.458,2024-01-22 23:59:53.621423,1705967993.621423
12.0,58.1,1010.4,130.9,0.707572,2.26614,164.373,526.437,690.81,232.305,2024-01-22 23:59:20.046096,1705967960.046096
12.0,58.2,1010.4,130.8,0.737092,2.27081,171.231,527.524,698.756,232.306,2024-01-22 23:58:48.428777,1705967928.428777
12.0,57.8,1010.4,130.5,0.72108,2.24504,167.079,520.193,687.272,231.707,2024-01-22 23:58:16.743728,1705967896.743728
11.9,58.0,1010.4,130.5,0.731988,2.21523,169.476,512.887,682.363,231.528,2024-01-22 23:57:45.073930,1705967865.07393
12.0,57.9,1010.3,131.2,0.714083,2.22314,165.538,515.367,680.905,231.819,2024-01-22 23:57:13.372550,1705967833.37255
12.0,57.9,1010.4,130.3,0.70176,2.2585,162.599,523.297,685.895,231.701,2024-01-22 23:56:41.833993,1705967801.833993
11.9,58.3,1010.3,131.7,0.72672,2.23833,168.311,518.405,686.715,231.603,2024-01-22 23:56:10.099000,1705967770.099
12.0,58.1,1010.3,131.8,0.737749,2.22552,170.731,515.031,685.762,231.421,2024-01-22 23:55:38.398818,1705967738.398818
12.0,58.3,1010.3,131.7,0.723935,2.22593,167.418,514.77,682.188,231.261,2024-01-22 23:55:06.729760,1705967706.72976
12.1,57.3,1010.2,132.1,0.723416,2.25418,167.13,520.78,687.91,231.029,2024-01-22 23:54:34.998950,1705967674.99895
12.2,57.2,1010.2,132.4,0.731124,2.26897,168.558,523.105,691.663,230.547,2024-01-22 23:54:03.438417,1705967643.438417
11.9,58.1,1010.2,132.4,0.738938,2.26866,172.003,528.077,700.08,232.77,2024-01-22 23:53:31.932798,1705967611.932798
12.0,58.0,1010.1,132.7,0.723949,2.24182,168.166,520.753,688.919,232.29,2024-01-22 23:53:00.302120,1705967580.30212
11.9,58.3,1010.3,131.9,0.735771,2.25673,170.483,522.898,693.381,231.707,2024-01-22 23:52:28.594717,1705967548.594717
11.9,58.4,1010.2,132.2,0.732594,2.23876,170.364,520.621,690.986,232.549,2024-01-22 23:51:56.814641,1705967516.814641
11.8,58.4,1010.2,132.7,0.731279,2.24242,169.836,520.791,690.626,232.244,2024-01-22 23:51:25.186483,1705967485.186483
11.9,58.3,1010.1,132.7,0.715202,2.24402,166.306,521.803,688.109,232.53,2024-01-22 23:50:53.503888,1705967453.503888
11.9,58.3,1010.2,132.2,0.725126,2.23973,168.816,521.429,690.245,232.809,2024-01-22 23:50:21.808930,1705967421.80893
11.9,58.2,1010.1,132.8,0.729314,2.25228,169.273,522.752,692.025,232.099,2024-01-22 23:49:50.171031,1705967390.171031
12.0,58.1,1010.2,132.7,0.73151,2.27602,169.831,528.412,698.242,232.165,2024-01-22 23:49:18.513126,1705967358.513126
12.0,58.0,1010.2,132.7,0.725296,2.25324,168.642,523.913,692.555,232.515,2024-01-22 23:48:46.908320,1705967326.90832
12.1,57.7,1010.1,132.8,0.345613,1.8922,80.3752,440.046,520.421,232.558,2024-01-22 23:48:15.281821,1705967295.281821
11.9,58.3,1010.2,132.3,0.738975,2.26344,171.573,525.519,697.092,232.177,2024-01-22 23:47:43.602476,1705967263.602476
12.0,58.2,1010.1,132.9,0.71426,2.28924,166.143,532.497,698.64,232.609,2024-01-22 23:47:11.924026,1705967231.924026
11.9,58.3,1010.1,133.1,0.733518,2.29448,170.518,533.389,703.906,232.466,2024-01-22 23:46:40.276324,1705967200.276324
11.9,58.2,1010.1,132.8,0.726521,2.34962,169.207,547.227,716.434,232.901,2024-01-22 23:46:08.593847,1705967168.593847
11.9,58.2,1010.1,133.1,0.709159,2.29211,165.058,533.494,698.553,232.752,2024-01-22 23:45:36.652308,1705967136.652308
11.9,58.1,1010.1,132.9,0.734266,2.30348,170.292,534.227,704.519,231.922,2024-01-22 23:45:05.066931,1705967105.066931
12.1,57.8,1010.2,132.6,0.734632,2.31483,170.659,537.748,708.407,232.305,2024-01-22 23:44:33.483942,1705967073.483942
12.0,57.9,1010.1,133.3,0.735415,2.31782,170.704,538.009,708.713,232.119,2024-01-22 23:44:01.834844,1705967041.834844
12.0,57.8,1010.1,133.1,0.740838,2.32056,172.177,539.319,711.496,232.409,2024-01-22 23:43:30.118481,1705967010.118481
12.0,57.9,1010.2,132.6,0.71435,2.32897,165.533,539.679,705.212,231.725,2024-01-22 23:42:58.546150,1705966978.54615
12.0,57.9,1010.1,132.9,0.749538,2.30853,174.182,536.47,710.652,232.386,2024-01-22 23:42:26.838827,1705966946.838827
12.0,57.9,1010.1,133.4,0.736686,2.33371,170.958,541.569,712.527,232.063,2024-01-22 23:41:55.120801,1705966915.120801
12.0,57.8,1010.0,133.9,0.724668,2.31467,168.101,536.933,705.033,231.969,2024-01-22 23:41:23.502919,1705966883.502919
12.0,57.6,1010.1,133.0,0.728972,2.27836,169.021,528.266,697.287,231.862,2024-01-22 23:40:52.041874,1705966852.041874
12.1,57.3,1010.0,133.9,0.71938,2.28806,167.09,531.447,698.538,232.27,2024-01-22 23:40:20.108005,1705966820.108005
12.2,57.4,1010.0,134.1,0.720093,2.27687,167.256,528.85,696.106,232.27,2024-01-22 23:39:48.588731,1705966788.588731
12.2,57.3,1010.1,133.3,0.729243,2.25223,168.997,521.937,690.934,231.743,2024-01-22 23:39:16.836656,1705966756.836656
12.1,57.5,1010.2,132.5,0.721441,2.21585,167.274,513.767,681.041,231.86,2024-01-22 23:38:45.138581,1705966725.138581
12.2,57.3,1010.2,132.6,0.721803,1.94608,167.076,450.46,617.536,231.47,2024-01-22 23:38:13.558979,1705966693.558979
12.2,57.0,1010.2,132.6,0.728781,1.79702,168.994,416.704,585.698,231.886,2024-01-22 23:37:41.814700,1705966661.8147
12.2,57.3,1010.1,133.3,0.736981,1.85242,171.58,431.272,602.852,232.815,2024-01-22 23:37:10.102249,1705966630.102249
12.1,57.5,1010.1,132.9,0.743233,1.87876,172.989,437.285,610.275,232.752,2024-01-22 23:36:38.418633,1705966598.418633
12.0,58.1,1010.2,132.4,0.715374,2.04746,166.372,476.172,642.545,232.567,2024-01-22 23:36:06.689093,1705966566.689093
11.9,57.9,1010.1,132.8,0.730793,2.10072,169.342,486.787,656.13,231.724,2024-01-22 23:35:34.838641,1705966534.838641
11.9,58.2,1010.2,132.5,0.733672,2.23492,170.478,519.312,689.791,232.363,2024-01-22 23:35:03.127886,1705966503.127886
11.9,58.1,1010.1,133.0,0.733058,2.2123,169.639,511.955,681.594,231.413,2024-01-22 23:34:31.559062,1705966471.559062
11.9,57.9,1010.2,132.6,0.736365,2.23253,170.689,517.498,688.187,231.799,2024-01-22 23:34:00.133380,1705966440.13338
11.9,57.9,1010.1,133.3,0.725595,2.22567,168.031,515.415,683.446,231.577,2024-01-22 23:33:28.231131,1705966408.231131
12.0,57.8,1010.1,132.9,0.745983,2.21575,173.045,513.985,687.03,231.969,2024-01-22 23:32:56.614312,1705966376.614312
12.0,57.6,1010.1,132.8,0.731393,2.19136,169.597,508.138,677.735,231.882,2024-01-22 23:32:25.229593,1705966345.229593
12.2,57.5,1010.1,133.0,0.737824,2.18119,171.123,505.883,677.006,231.929,2024-01-22 23:31:53.269301,1705966313.269301
12.1,57.4,1010.2,132.7,0.734677,2.20578,170.609,512.234,682.843,232.223,2024-01-22 23:31:21.539107,1705966281.539107
12.2,57.2,1010.2,132.5,0.733752,2.20972,170.097,512.253,682.35,231.818,2024-01-22 23:30:49.956616,1705966249.956616
12.0,57.7,1010.1,133.2,0.723653,2.21057,167.76,512.463,680.223,231.824,2024-01-22 23:30:18.369043,1705966218.369043
12.1,57.4,1010.0,133.8,0.736684,2.19607,170.615,508.607,679.223,231.599,2024-01-22 23:29:46.722749,1705966186.722749
12.1,57.2,1010.1,133.1,0.723199,2.21975,167.43,513.902,681.332,231.513,2024-01-22 23:29:14.999830,1705966154.99983
12.0,57.6,1010.1,133.1,0.741785,2.20331,171.736,510.104,681.84,231.517,2024-01-22 23:28:43.275928,1705966123.275928
12.1,57.3,1010.1,132.7,0.736454,2.20299,170.545,510.16,680.705,231.576,2024-01-22 23:28:11.598609,1705966091.598609
12.2,57.0,1010.1,132.7,0.731479,2.18995,169.416,507.21,676.627,231.608,2024-01-22 23:27:39.857749,1705966059.857749
12.1,57.5,1010.1,133.0,0.726533,2.16893,168.285,502.382,670.667,231.627,2024-01-22 23:27:08.178554,1705966028.178554
12.0,57.8,1010.0,133.8,0.742562,2.22687,171.685,514.866,686.551,231.206,2024-01-22 23:26:36.568820,1705965996.56882
12.0,57.6,1010.1,133.5,0.719511,2.19641,166.875,509.411,676.286,231.929,2024-01-22 23:26:04.873936,1705965964.873936
12.0,57.4,1010.0,133.6,0.694756,2.18994,161.005,507.505,668.51,231.744,2024-01-22 23:25:33.304220,1705965933.30422
12.2,57.0,1010.0,134.1,0.70192,2.17728,163.107,505.941,669.048,232.373,2024-01-22 23:25:01.575107,1705965901.575107
12.3,56.9,1009.9,134.7,0.719242,2.18235,166.462,505.083,671.545,231.44,2024-01-22 23:24:30.037916,1705965870.037916
12.1,57.6,1010.0,134.0,0.73445,2.21464,169.892,512.286,682.177,231.318,2024-01-22 23:23:58.378218,1705965838.378218
12.2,57.4,1010.0,134.2,0.738144,2.18817,171.302,507.809,679.111,232.071,2024-01-22 23:23:26.754212,1705965806.754212
11.9,58.2,1009.9,134.7,0.730209,2.18832,169.252,507.222,676.474,231.786,2024-01-22 23:22:55.230651,1705965775.230651
12.0,58.1,1010.0,134.1,0.725578,2.18403,168.149,506.138,674.288,231.745,2024-01-22 23:22:23.590918,1705965743.590918
11.9,58.3,1010.0,134.2,0.739859,2.22335,171.382,515.02,686.402,231.641,2024-01-22 23:21:51.664139,1705965711.664139
11.9,57.7,1009.9,135.0,0.714679,2.18728,165.524,506.588,672.112,231.606,2024-01-22 23:21:20.068468,1705965680.068468
12.1,57.3,1009.9,134.5,0.722452,2.18332,167.153,505.153,672.307,231.37,2024-01-22 23:20:48.529682,1705965648.529682
12.1,57.2,1010.0,134.1,0.728724,2.18469,168.726,505.833,674.559,231.536,2024-01-22 23:20:16.845140,1705965616.84514
12.3,57.0,1009.9,134.5,0.750553,2.18098,174.361,506.663,681.024,232.31,2024-01-22 23:19:45.258154,1705965585.258154
12.2,57.4,1010.0,133.8,0.731395,2.19955,169.332,509.237,678.568,231.519,2024-01-22 23:19:13.673706,1705965553.673706
12.0,57.9,1010.0,134.2,0.732663,2.16961,169.566,502.132,671.698,231.438,2024-01-22 23:18:41.945159,1705965521.945159
11.9,58.1,1009.9,134.5,0.717879,2.18934,166.628,508.173,674.801,232.112,2024-01-22 23:18:10.299611,1705965490.299611
11.9,58.2,1009.9,135.0,0.724834,2.22555,168.169,516.351,684.52,232.011,2024-01-22 23:17:38.621249,1705965458.621249
12.0,58.0,1009.9,135.2,0.732192,2.19135,169.922,508.551,678.472,232.072,2024-01-22 23:17:07.047055,1705965427.047055
12.0,58.0,1010.0,133.9,0.719958,2.18665,167.361,508.309,675.67,232.46,2024-01-22 23:16:35.370310,1705965395.37031
12.1,57.9,1010.0,134.1,0.731617,2.1862,170.171,508.5,678.671,232.595,2024-01-22 23:16:03.596478,1705965363.596478
12.0,58.3,1009.8,135.3,0.713062,2.18482,166.163,509.123,675.286,233.027,2024-01-22 23:15:31.897895,1705965331.897895
12.0,57.9,1009.8,135.2,0.744478,2.21164,172.862,513.527,686.389,232.193,2024-01-22 23:15:00.271321,1705965300.271321
12.0,58.1,1009.9,135.2,0.730074,2.18466,169.643,507.636,677.279,232.364,2024-01-22 23:14:28.656641,1705965268.656641
12.0,58.3,1009.9,134.9,0.74097,2.19417,172.304,510.23,682.534,232.539,2024-01-22 23:13:57.049414,1705965237.049414
11.9,58.5,1009.8,135.6,0.729584,2.15645,169.43,500.789,670.219,232.229,2024-01-22 23:13:25.507733,1705965205.507733
